,Time,Interval between heartbeats (s)
451,2022-07-21 09:27:11,0.976
452,2022-07-21 09:27:12,1.003
453,2022-07-21 09:27:13,1.001
454,2022-07-21 09:27:21,1.081
455,2022-07-21 09:27:22,1.046
456,2022-07-21 09:27:23,1.017
457,2022-07-21 09:27:24,0.941
458,2022-07-21 09:27:25,0.941
459,2022-07-21 09:27:26,0.907
460,2022-07-21 09:27:27,0.939
461,2022-07-21 09:27:28,0.965
462,2022-07-21 09:27:29,1.027
463,2022-07-21 09:27:30,1.046
464,2022-07-21 09:27:31,0.961
465,2022-07-21 09:27:32,0.955
466,2022-07-21 09:27:33,0.966
467,2022-07-21 09:27:34,0.959
468,2022-07-21 09:27:35,0.938
469,2022-07-21 09:27:36,0.986
470,2022-07-21 09:27:37,1.033
471,2022-07-21 09:27:38,0.991
472,2022-07-21 09:27:38,0.931
473,2022-07-21 09:27:39,0.962
474,2022-07-21 09:27:40,0.982
475,2022-07-21 09:27:41,0.95
476,2022-07-21 09:27:42,0.956
477,2022-07-21 09:27:43,0.923
478,2022-07-21 09:27:44,0.928
479,2022-07-21 09:27:45,0.979
480,2022-07-21 09:27:46,0.965
481,2022-07-21 09:27:54,0.85
482,2022-07-21 09:27:55,0.901
483,2022-07-21 09:27:56,1.104
484,2022-07-21 09:27:57,1.129
485,2022-07-21 09:27:58,1.15
486,2022-07-21 09:27:59,1.122
487,2022-07-21 09:28:00,1.046
488,2022-07-21 09:28:01,0.983
489,2022-07-21 09:28:02,1.027
490,2022-07-21 09:28:04,1.092
491,2022-07-21 09:28:05,1.111
492,2022-07-21 09:28:06,1.04
493,2022-07-21 09:28:07,1.038
494,2022-07-21 09:28:08,1.114
495,2022-07-21 09:28:09,1.118
496,2022-07-21 09:28:10,0.967
497,2022-07-21 09:28:11,0.966
498,2022-07-21 09:28:12,0.993
499,2022-07-21 09:28:13,0.904
500,2022-07-21 09:28:14,0.865
501,2022-07-21 09:28:15,0.997
502,2022-07-21 09:28:16,1.14
503,2022-07-21 09:28:17,1.138
504,2022-07-21 09:28:18,1.065
505,2022-07-21 09:28:19,0.979
506,2022-07-21 09:28:27,1.05
507,2022-07-21 09:28:28,0.977
508,2022-07-21 09:28:29,0.954
509,2022-07-21 09:28:30,0.988
510,2022-07-21 09:28:31,1.034
511,2022-07-21 09:28:32,1.026
512,2022-07-21 09:28:33,1.054
513,2022-07-21 09:28:34,1.059
514,2022-07-21 09:28:35,1.033
515,2022-07-21 09:28:36,0.98
516,2022-07-21 09:28:37,0.925
517,2022-07-21 09:28:38,0.928
518,2022-07-21 09:28:39,0.94
519,2022-07-21 09:28:40,0.938
520,2022-07-21 09:28:41,1.008
521,2022-07-21 09:28:42,0.993
522,2022-07-21 09:28:43,0.936
523,2022-07-21 09:28:44,0.852
524,2022-07-21 09:28:45,0.828
525,2022-07-21 09:28:45,0.805
526,2022-07-21 09:28:46,0.791
527,2022-07-21 09:28:47,0.886
528,2022-07-21 09:28:48,0.956
529,2022-07-21 09:28:49,0.964
530,2022-07-21 09:28:50,0.974
531,2022-07-21 09:28:51,1.006
532,2022-07-21 09:28:52,1.007
533,2022-07-21 09:29:00,1.003
534,2022-07-21 09:29:01,0.96
535,2022-07-21 09:29:02,0.979
536,2022-07-21 09:29:03,1.021
537,2022-07-21 09:29:04,1.053
538,2022-07-21 09:29:05,1.055
539,2022-07-21 09:29:06,1.031
540,2022-07-21 09:29:07,0.982
541,2022-07-21 09:29:08,1.009
542,2022-07-21 09:29:09,0.977
543,2022-07-21 09:29:10,0.956
544,2022-07-21 09:29:11,1.015
545,2022-07-21 09:29:12,1.011
546,2022-07-21 09:29:13,1.004
547,2022-07-21 09:29:14,0.941
548,2022-07-21 09:29:15,0.922
549,2022-07-21 09:29:16,0.952
550,2022-07-21 09:29:17,0.981
551,2022-07-21 09:29:18,0.964
552,2022-07-21 09:29:19,1.026
553,2022-07-21 09:29:20,1.043
554,2022-07-21 09:29:21,1.022
555,2022-07-21 09:29:22,0.931
556,2022-07-21 09:29:23,0.857
557,2022-07-21 09:29:24,0.875
558,2022-07-21 09:29:25,0.919
559,2022-07-21 09:29:43,0.83
560,2022-07-21 09:29:43,0.842
561,2022-07-21 09:29:44,0.892
562,2022-07-21 09:29:45,0.913
563,2022-07-21 09:29:46,0.886
564,2022-07-21 09:29:47,0.852
565,2022-07-21 09:29:48,0.897
566,2022-07-21 09:29:49,0.907
567,2022-07-21 09:29:50,0.959
568,2022-07-21 09:29:51,1.021
569,2022-07-21 09:29:52,0.954
570,2022-07-21 09:29:53,0.941
571,2022-07-21 09:29:54,0.934
572,2022-07-21 09:29:54,0.853
573,2022-07-21 09:29:55,0.815
574,2022-07-21 09:29:56,0.877
575,2022-07-21 09:29:57,1.012
576,2022-07-21 09:29:57,0.265
577,2022-07-21 09:29:58,0.759
578,2022-07-21 09:29:59,1.086
579,2022-07-21 09:30:00,0.991
580,2022-07-21 09:30:01,0.915
581,2022-07-21 09:30:02,0.876
582,2022-07-21 09:30:03,0.844
583,2022-07-21 09:30:04,0.832
584,2022-07-21 09:30:04,0.808
585,2022-07-21 09:30:05,0.841
586,2022-07-21 09:30:06,0.954
587,2022-07-21 09:30:07,1.079
588,2022-07-21 09:30:08,1.057
589,2022-07-21 09:30:16,1.114
590,2022-07-21 09:30:17,1.116
591,2022-07-21 09:30:18,1.115
592,2022-07-21 09:30:19,0.966
593,2022-07-21 09:30:20,0.907
594,2022-07-21 09:30:21,0.895
595,2022-07-21 09:30:22,0.902
596,2022-07-21 09:30:23,1.005
597,2022-07-21 09:30:24,1.105
598,2022-07-21 09:30:25,1.111
599,2022-07-21 09:30:26,0.978
600,2022-07-21 09:30:27,0.937
601,2022-07-21 09:30:28,0.97
602,2022-07-21 09:30:29,0.996
603,2022-07-21 09:30:30,1.0
604,2022-07-21 09:30:31,0.967
605,2022-07-21 09:30:32,1.034
606,2022-07-21 09:30:33,1.078
607,2022-07-21 09:30:34,1.067
608,2022-07-21 09:30:35,1.052
609,2022-07-21 09:30:36,1.007
610,2022-07-21 09:30:37,1.048
611,2022-07-21 09:30:38,1.067
612,2022-07-21 09:30:39,1.03
613,2022-07-21 09:30:40,1.027
614,2022-07-21 09:30:41,1.036
615,2022-07-21 09:30:49,0.915
616,2022-07-21 09:30:49,0.885
617,2022-07-21 09:30:50,1.052
618,2022-07-21 09:30:51,0.973
619,2022-07-21 09:30:52,0.936
620,2022-07-21 09:30:53,0.915
621,2022-07-21 09:30:54,0.894
622,2022-07-21 09:30:55,0.88
623,2022-07-21 09:30:56,0.915
624,2022-07-21 09:30:57,0.985
625,2022-07-21 09:30:58,1.016
626,2022-07-21 09:30:59,1.056
627,2022-07-21 09:31:00,1.087
628,2022-07-21 09:31:01,1.069
629,2022-07-21 09:31:02,1.049
630,2022-07-21 09:31:03,1.002
631,2022-07-21 09:31:04,0.988
632,2022-07-21 09:31:05,1.002
633,2022-07-21 09:31:06,1.0
634,2022-07-21 09:31:07,0.981
635,2022-07-21 09:31:08,0.969
636,2022-07-21 09:31:09,0.953
637,2022-07-21 09:31:10,0.892
638,2022-07-21 09:31:11,0.9
639,2022-07-21 09:31:12,0.876
640,2022-07-21 09:31:13,0.871
641,2022-07-21 09:31:14,0.906
642,2022-07-21 09:31:22,0.938
643,2022-07-21 09:31:23,0.938
644,2022-07-21 09:31:24,0.898
645,2022-07-21 09:31:25,0.878
646,2022-07-21 09:31:26,0.815
647,2022-07-21 09:31:27,0.798
648,2022-07-21 09:31:27,0.816
649,2022-07-21 09:31:28,0.87
650,2022-07-21 09:31:29,0.869
651,2022-07-21 09:31:30,0.983
652,2022-07-21 09:31:31,0.949
653,2022-07-21 09:31:32,0.975
654,2022-07-21 09:31:33,1.04
655,2022-07-21 09:31:34,1.034
656,2022-07-21 09:31:35,1.021
657,2022-07-21 09:31:36,1.012
658,2022-07-21 09:31:37,1.046
659,2022-07-21 09:31:38,1.009
660,2022-07-21 09:31:39,0.944
661,2022-07-21 09:31:40,1.047
662,2022-07-21 09:31:41,1.088
663,2022-07-21 09:31:42,1.072
664,2022-07-21 09:31:43,1.038
665,2022-07-21 09:31:44,0.997
666,2022-07-21 09:31:45,0.979
667,2022-07-21 09:31:46,0.964
668,2022-07-21 09:31:47,0.903
669,2022-07-21 09:31:55,1.025
670,2022-07-21 09:31:56,1.063
671,2022-07-21 09:31:57,1.067
672,2022-07-21 09:31:58,0.987
673,2022-07-21 09:31:59,0.974
674,2022-07-21 09:32:00,0.978
675,2022-07-21 09:32:01,1.023
676,2022-07-21 09:32:03,1.085
677,2022-07-21 09:32:04,1.047
678,2022-07-21 09:32:05,1.036
679,2022-07-21 09:32:06,1.027
680,2022-07-21 09:32:07,0.967
681,2022-07-21 09:32:08,0.954
682,2022-07-21 09:32:08,0.944
683,2022-07-21 09:32:09,0.857
684,2022-07-21 09:32:10,0.854
685,2022-07-21 09:32:11,0.899
686,2022-07-21 09:32:12,0.991
687,2022-07-21 09:32:13,1.032
688,2022-07-21 09:32:14,1.057
689,2022-07-21 09:32:15,1.059
690,2022-07-21 09:32:16,1.023
691,2022-07-21 09:32:17,0.96
692,2022-07-21 09:32:18,0.928
693,2022-07-21 09:32:19,0.989
694,2022-07-21 09:32:20,1.017
695,2022-07-21 09:32:28,1.021
696,2022-07-21 09:32:29,0.999
697,2022-07-21 09:32:30,1.003
698,2022-07-21 09:32:31,0.988
699,2022-07-21 09:32:32,0.938
700,2022-07-21 09:32:33,0.963
701,2022-07-21 09:32:34,1.011
702,2022-07-21 09:32:35,0.962
703,2022-07-21 09:32:36,0.931
704,2022-07-21 09:32:37,0.941
705,2022-07-21 09:32:38,0.983
706,2022-07-21 09:32:39,1.006
707,2022-07-21 09:32:40,1.014
708,2022-07-21 09:32:41,1.007
709,2022-07-21 09:32:42,0.993
710,2022-07-21 09:32:43,0.912
711,2022-07-21 09:32:44,0.872
712,2022-07-21 09:32:45,0.896
713,2022-07-21 09:32:46,0.93
714,2022-07-21 09:32:47,0.907
715,2022-07-21 09:32:47,0.931
716,2022-07-21 09:32:48,0.996
717,2022-07-21 09:32:49,1.037
718,2022-07-21 09:32:51,1.075
719,2022-07-21 09:32:52,1.024
720,2022-07-21 09:32:53,1.006
721,2022-07-21 09:33:01,0.955
722,2022-07-21 09:33:02,0.938
723,2022-07-21 09:33:03,0.917
724,2022-07-21 09:33:04,0.962
725,2022-07-21 09:33:05,1.001
726,2022-07-21 09:33:06,1.021
727,2022-07-21 09:33:06,0.966
728,2022-07-21 09:33:07,0.96
729,2022-07-21 09:33:08,0.929
730,2022-07-21 09:33:09,0.937
731,2022-07-21 09:33:10,0.901
732,2022-07-21 09:33:11,0.895
733,2022-07-21 09:33:12,0.957
734,2022-07-21 09:33:13,1.018
