,Time,Interval between heartbeats (s)
184,2022-07-22 09:56:37,1.008
185,2022-07-22 09:56:38,0.998
186,2022-07-22 09:56:39,0.971
187,2022-07-22 09:56:40,0.949
188,2022-07-22 09:56:40,0.956
189,2022-07-22 09:56:41,0.908
190,2022-07-22 09:56:42,0.936
191,2022-07-22 09:56:43,0.895
192,2022-07-22 09:56:44,0.848
193,2022-07-22 09:56:45,0.851
194,2022-07-22 09:56:46,0.935
195,2022-07-22 09:56:47,1.005
196,2022-07-22 09:56:48,1.031
197,2022-07-22 09:56:49,0.933
198,2022-07-22 09:56:50,0.95
199,2022-07-22 09:56:51,0.956
200,2022-07-22 09:56:59,0.925
201,2022-07-22 09:57:00,0.931
202,2022-07-22 09:57:01,0.961
203,2022-07-22 09:57:02,0.887
204,2022-07-22 09:57:03,0.836
205,2022-07-22 09:57:04,0.874
206,2022-07-22 09:57:05,0.891
207,2022-07-22 09:57:06,0.924
208,2022-07-22 09:57:07,0.929
209,2022-07-22 09:57:07,0.942
210,2022-07-22 09:57:08,0.928
211,2022-07-22 09:57:09,0.967
212,2022-07-22 09:57:10,0.985
213,2022-07-22 09:57:11,0.95
214,2022-07-22 09:57:12,0.911
215,2022-07-22 09:57:13,0.85
216,2022-07-22 09:57:14,0.879
217,2022-07-22 09:57:15,0.866
218,2022-07-22 09:57:16,0.897
219,2022-07-22 09:57:17,0.968
220,2022-07-22 09:57:18,0.986
221,2022-07-22 09:57:19,0.995
222,2022-07-22 09:57:20,0.974
223,2022-07-22 09:57:21,0.904
224,2022-07-22 09:57:21,0.922
225,2022-07-22 09:57:22,0.937
226,2022-07-22 09:57:23,0.949
227,2022-07-22 09:57:24,0.936
228,2022-07-22 09:57:32,0.715
229,2022-07-22 09:57:33,0.697
230,2022-07-22 09:57:34,0.741
231,2022-07-22 09:57:34,0.818
232,2022-07-22 09:57:35,0.877
233,2022-07-22 09:57:36,0.947
234,2022-07-22 09:57:37,0.983
235,2022-07-22 09:57:38,0.941
236,2022-07-22 09:57:39,1.083
237,2022-07-22 09:57:40,1.044
238,2022-07-22 09:57:41,1.027
239,2022-07-22 09:57:42,0.982
240,2022-07-22 09:57:43,1.02
241,2022-07-22 09:57:44,1.082
242,2022-07-22 09:57:45,1.046
243,2022-07-22 09:57:46,0.947
244,2022-07-22 09:57:47,0.993
245,2022-07-22 09:57:48,1.007
246,2022-07-22 09:57:49,0.922
247,2022-07-22 09:57:50,0.932
248,2022-07-22 09:57:51,0.906
249,2022-07-22 09:57:52,0.936
250,2022-07-22 09:57:53,0.942
251,2022-07-22 09:57:54,0.931
252,2022-07-22 09:57:55,0.95
253,2022-07-22 09:57:56,0.867
254,2022-07-22 09:57:57,0.827
255,2022-07-22 09:57:57,0.802
256,2022-07-22 09:58:05,0.909
257,2022-07-22 09:58:06,0.891
258,2022-07-22 09:58:07,0.938
259,2022-07-22 09:58:08,0.92
260,2022-07-22 09:58:09,0.989
261,2022-07-22 09:58:10,0.916
262,2022-07-22 09:58:10,0.943
263,2022-07-22 09:58:12,1.046
264,2022-07-22 09:58:13,1.029
265,2022-07-22 09:58:14,0.988
266,2022-07-22 09:58:15,1.043
267,2022-07-22 09:58:16,1.01
268,2022-07-22 09:58:17,0.963
269,2022-07-22 09:58:17,0.914
270,2022-07-22 09:58:18,0.955
271,2022-07-22 09:58:19,0.967
272,2022-07-22 09:58:20,0.995
273,2022-07-22 09:58:21,0.93
274,2022-07-22 09:58:22,0.95
275,2022-07-22 09:58:23,1.018
276,2022-07-22 09:58:24,0.97
277,2022-07-22 09:58:25,0.938
278,2022-07-22 09:58:26,0.955
279,2022-07-22 09:58:27,0.953
280,2022-07-22 09:58:28,0.934
281,2022-07-22 09:58:29,0.918
282,2022-07-22 09:58:30,0.853
283,2022-07-22 09:58:38,0.821
284,2022-07-22 09:58:39,0.834
285,2022-07-22 09:58:40,0.908
286,2022-07-22 09:58:41,1.0
287,2022-07-22 09:58:42,0.991
288,2022-07-22 09:58:43,0.958
289,2022-07-22 09:58:44,0.959
290,2022-07-22 09:58:45,1.024
291,2022-07-22 09:58:46,1.012
292,2022-07-22 09:58:47,1.06
293,2022-07-22 09:58:48,1.016
294,2022-07-22 09:58:49,0.948
295,2022-07-22 09:58:50,0.885
296,2022-07-22 09:58:51,0.848
297,2022-07-22 09:58:51,0.846
298,2022-07-22 09:58:52,0.883
299,2022-07-22 09:58:53,0.9
300,2022-07-22 09:58:54,0.882
301,2022-07-22 09:58:55,0.907
302,2022-07-22 09:58:56,0.873
303,2022-07-22 09:58:57,0.815
304,2022-07-22 09:58:57,0.818
305,2022-07-22 09:58:58,0.865
306,2022-07-22 09:58:59,0.832
307,2022-07-22 09:59:00,0.791
308,2022-07-22 09:59:01,0.867
309,2022-07-22 09:59:02,1.104
310,2022-07-22 09:59:03,0.948
311,2022-07-22 09:59:11,0.96
312,2022-07-22 09:59:12,0.996
313,2022-07-22 09:59:13,0.947
314,2022-07-22 09:59:14,0.969
315,2022-07-22 09:59:15,1.02
316,2022-07-22 09:59:16,1.013
317,2022-07-22 09:59:17,0.921
318,2022-07-22 09:59:18,0.991
319,2022-07-22 09:59:19,1.03
320,2022-07-22 09:59:20,1.046
321,2022-07-22 09:59:21,1.027
322,2022-07-22 09:59:22,0.933
323,2022-07-22 09:59:23,0.891
324,2022-07-22 09:59:24,0.885
325,2022-07-22 09:59:25,0.864
326,2022-07-22 09:59:26,0.87
327,2022-07-22 09:59:27,0.875
328,2022-07-22 09:59:27,0.886
329,2022-07-22 09:59:28,0.867
330,2022-07-22 09:59:29,0.843
331,2022-07-22 09:59:30,0.863
332,2022-07-22 09:59:31,0.865
333,2022-07-22 09:59:32,0.884
334,2022-07-22 09:59:33,0.829
335,2022-07-22 09:59:33,0.854
336,2022-07-22 09:59:34,0.845
337,2022-07-22 09:59:35,0.836
338,2022-07-22 09:59:36,0.789
339,2022-07-22 09:59:44,0.841
340,2022-07-22 09:59:45,0.808
341,2022-07-22 09:59:46,0.784
342,2022-07-22 09:59:47,0.814
343,2022-07-22 09:59:47,0.829
344,2022-07-22 09:59:48,0.829
345,2022-07-22 09:59:49,0.845
346,2022-07-22 09:59:50,0.811
347,2022-07-22 09:59:51,0.806
348,2022-07-22 09:59:51,0.789
349,2022-07-22 09:59:52,0.784
350,2022-07-22 09:59:53,0.783
351,2022-07-22 09:59:54,0.736
352,2022-07-22 09:59:55,0.763
353,2022-07-22 09:59:55,0.84
354,2022-07-22 09:59:56,0.831
355,2022-07-22 09:59:57,0.821
356,2022-07-22 09:59:58,0.813
357,2022-07-22 09:59:59,0.813
358,2022-07-22 09:59:59,0.79
359,2022-07-22 10:00:00,0.76
360,2022-07-22 10:00:01,0.759
361,2022-07-22 10:00:02,0.771
362,2022-07-22 10:00:03,0.816
363,2022-07-22 10:00:03,0.825
364,2022-07-22 10:00:04,0.833
365,2022-07-22 10:00:05,0.865
366,2022-07-22 10:00:06,0.802
367,2022-07-22 10:00:07,0.805
368,2022-07-22 10:00:07,0.792
369,2022-07-22 10:00:08,0.811
370,2022-07-22 10:00:09,0.853
371,2022-07-22 10:00:17,0.854
372,2022-07-22 10:00:17,0.851
373,2022-07-22 10:00:18,0.848
374,2022-07-22 10:00:19,0.833
375,2022-07-22 10:00:20,0.802
376,2022-07-22 10:00:21,0.78
377,2022-07-22 10:00:21,0.757
378,2022-07-22 10:00:22,0.767
379,2022-07-22 10:00:23,0.796
380,2022-07-22 10:00:24,0.791
381,2022-07-22 10:00:25,0.77
382,2022-07-22 10:00:25,0.818
383,2022-07-22 10:00:26,0.837
384,2022-07-22 10:00:27,0.844
385,2022-07-22 10:00:28,0.817
386,2022-07-22 10:00:29,0.85
387,2022-07-22 10:00:30,0.868
388,2022-07-22 10:00:30,0.84
389,2022-07-22 10:00:31,0.837
390,2022-07-22 10:00:32,0.839
391,2022-07-22 10:00:33,0.833
392,2022-07-22 10:00:34,0.802
393,2022-07-22 10:00:35,0.779
394,2022-07-22 10:00:35,0.747
395,2022-07-22 10:00:36,0.73
396,2022-07-22 10:00:37,0.748
397,2022-07-22 10:00:38,0.788
398,2022-07-22 10:00:38,0.811
399,2022-07-22 10:00:39,0.791
400,2022-07-22 10:00:40,0.82
401,2022-07-22 10:00:41,0.846
402,2022-07-22 10:00:42,0.852
403,2022-07-22 10:00:42,0.813
404,2022-07-22 10:00:52,0.833
405,2022-07-22 10:00:53,0.814
406,2022-07-22 10:00:54,0.78
407,2022-07-22 10:00:54,0.821
408,2022-07-22 10:00:55,0.794
409,2022-07-22 10:00:56,0.806
410,2022-07-22 10:00:57,0.813
411,2022-07-22 10:00:58,0.789
412,2022-07-22 10:00:58,0.774
413,2022-07-22 10:00:59,0.811
414,2022-07-22 10:01:00,0.817
415,2022-07-22 10:01:01,0.791
416,2022-07-22 10:01:02,0.823
417,2022-07-22 10:01:03,0.813
418,2022-07-22 10:01:03,0.782
419,2022-07-22 10:01:04,0.82
420,2022-07-22 10:01:05,0.808
421,2022-07-22 10:01:06,0.764
422,2022-07-22 10:01:06,0.803
423,2022-07-22 10:01:07,0.78
424,2022-07-22 10:01:08,0.767
425,2022-07-22 10:01:09,0.756
426,2022-07-22 10:01:10,0.754
427,2022-07-22 10:01:10,0.734
428,2022-07-22 10:01:11,0.778
429,2022-07-22 10:01:12,0.784
430,2022-07-22 10:01:13,0.802
431,2022-07-22 10:01:13,0.822
432,2022-07-22 10:01:14,0.851
433,2022-07-22 10:01:15,0.86
434,2022-07-22 10:01:23,0.822
435,2022-07-22 10:01:23,0.817
436,2022-07-22 10:01:24,0.829
437,2022-07-22 10:01:25,0.817
438,2022-07-22 10:01:26,0.815
439,2022-07-22 10:01:27,0.83
440,2022-07-22 10:01:28,0.83
441,2022-07-22 10:01:28,0.828
442,2022-07-22 10:01:29,0.889
443,2022-07-22 10:01:30,0.935
444,2022-07-22 10:01:31,0.901
445,2022-07-22 10:01:32,0.944
446,2022-07-22 10:01:33,0.977
447,2022-07-22 10:01:34,0.98
448,2022-07-22 10:01:35,0.907
449,2022-07-22 10:01:36,0.906
450,2022-07-22 10:01:37,0.992
451,2022-07-22 10:01:38,0.97
452,2022-07-22 10:01:39,0.949
453,2022-07-22 10:01:40,0.979
454,2022-07-22 10:01:41,0.95
455,2022-07-22 10:01:42,0.914
456,2022-07-22 10:01:43,0.906
457,2022-07-22 10:01:43,0.869
458,2022-07-22 10:01:44,0.88
459,2022-07-22 10:01:45,0.894
460,2022-07-22 10:01:46,0.904
461,2022-07-22 10:01:47,0.867
462,2022-07-22 10:01:48,0.886
463,2022-07-22 10:01:56,0.822
464,2022-07-22 10:01:57,0.817
465,2022-07-22 10:01:58,0.835
466,2022-07-22 10:01:58,0.822
467,2022-07-22 10:01:59,0.841
468,2022-07-22 10:02:00,0.84
469,2022-07-22 10:02:01,0.825
470,2022-07-22 10:02:02,0.789
471,2022-07-22 10:02:02,0.813
472,2022-07-22 10:02:03,0.806
473,2022-07-22 10:02:04,0.791
474,2022-07-22 10:02:05,0.822
475,2022-07-22 10:02:06,0.795
476,2022-07-22 10:02:07,0.897
477,2022-07-22 10:02:07,0.865
478,2022-07-22 10:02:08,0.819
479,2022-07-22 10:02:09,0.815
480,2022-07-22 10:02:10,0.839
481,2022-07-22 10:02:11,0.837
482,2022-07-22 10:02:12,0.83
483,2022-07-22 10:02:12,0.856
484,2022-07-22 10:02:13,0.849
485,2022-07-22 10:02:14,0.808
486,2022-07-22 10:02:15,0.83
487,2022-07-22 10:02:16,0.81
488,2022-07-22 10:02:17,0.8
489,2022-07-22 10:02:17,0.806
490,2022-07-22 10:02:18,0.83
491,2022-07-22 10:02:19,0.795
492,2022-07-22 10:02:20,0.824
493,2022-07-22 10:02:21,0.827
494,2022-07-22 10:02:21,0.809
495,2022-07-22 10:02:34,0.743
496,2022-07-22 10:02:35,0.727
497,2022-07-22 10:02:35,0.717
498,2022-07-22 10:02:36,0.709
499,2022-07-22 10:02:37,0.758
500,2022-07-22 10:02:38,0.764
501,2022-07-22 10:02:38,0.858
502,2022-07-22 10:02:39,0.943
503,2022-07-22 10:02:40,0.901
504,2022-07-22 10:02:41,1.0
505,2022-07-22 10:02:42,0.968
506,2022-07-22 10:02:43,0.907
507,2022-07-22 10:02:44,0.884
508,2022-07-22 10:02:45,0.875
509,2022-07-22 10:02:46,0.833
510,2022-07-22 10:02:47,0.875
511,2022-07-22 10:02:47,0.889
512,2022-07-22 10:02:48,0.842
513,2022-07-22 10:02:49,0.865
514,2022-07-22 10:02:50,0.93
515,2022-07-22 10:02:51,0.88
516,2022-07-22 10:02:52,0.855
517,2022-07-22 10:02:53,0.815
518,2022-07-22 10:02:53,0.841
519,2022-07-22 10:02:54,0.842
520,2022-07-22 10:02:55,0.833
521,2022-07-22 10:02:56,0.918
522,2022-07-22 10:02:57,0.879
523,2022-07-22 10:03:05,0.825
524,2022-07-22 10:03:06,0.813
525,2022-07-22 10:03:06,0.764
526,2022-07-22 10:03:07,0.784
527,2022-07-22 10:03:08,0.844
528,2022-07-22 10:03:09,0.862
529,2022-07-22 10:03:10,0.851
530,2022-07-22 10:03:11,0.934
531,2022-07-22 10:03:12,0.95
532,2022-07-22 10:03:12,0.867
533,2022-07-22 10:03:13,0.894
534,2022-07-22 10:03:14,0.881
535,2022-07-22 10:03:15,0.863
536,2022-07-22 10:03:16,0.835
537,2022-07-22 10:03:17,0.89
538,2022-07-22 10:03:18,0.939
539,2022-07-22 10:03:19,0.936
540,2022-07-22 10:03:20,1.021
541,2022-07-22 10:03:21,1.008
542,2022-07-22 10:03:22,0.955
543,2022-07-22 10:03:23,1.002
544,2022-07-22 10:03:24,0.967
545,2022-07-22 10:03:25,0.897
546,2022-07-22 10:03:25,0.938
547,2022-07-22 10:03:26,0.947
548,2022-07-22 10:03:27,0.921
549,2022-07-22 10:03:28,0.876
550,2022-07-22 10:03:29,0.912
551,2022-07-22 10:03:30,0.935
552,2022-07-22 10:03:38,0.878
553,2022-07-22 10:03:39,0.896
554,2022-07-22 10:03:40,0.855
555,2022-07-22 10:03:41,0.862
556,2022-07-22 10:03:42,0.865
557,2022-07-22 10:03:43,0.877
558,2022-07-22 10:03:44,0.903
559,2022-07-22 10:03:44,0.908
560,2022-07-22 10:03:45,0.952
561,2022-07-22 10:03:46,0.937
562,2022-07-22 10:03:47,0.921
563,2022-07-22 10:03:48,0.895
564,2022-07-22 10:03:49,0.843
565,2022-07-22 10:03:50,0.839
566,2022-07-22 10:03:51,0.83
567,2022-07-22 10:03:52,0.85
568,2022-07-22 10:03:52,0.826
569,2022-07-22 10:03:53,0.849
570,2022-07-22 10:03:54,0.899
571,2022-07-22 10:03:55,0.893
572,2022-07-22 10:03:56,0.949
573,2022-07-22 10:03:57,0.929
574,2022-07-22 10:03:58,0.874
575,2022-07-22 10:03:59,0.83
576,2022-07-22 10:03:59,0.802
577,2022-07-22 10:04:00,0.783
578,2022-07-22 10:04:01,0.746
579,2022-07-22 10:04:02,0.758
580,2022-07-22 10:04:02,0.72
581,2022-07-22 10:04:03,0.713
582,2022-07-22 10:04:12,0.763
583,2022-07-22 10:04:12,0.758
584,2022-07-22 10:04:12,0.745
585,2022-07-22 10:04:13,0.781
586,2022-07-22 10:04:14,0.779
587,2022-07-22 10:04:15,0.761
588,2022-07-22 10:04:15,0.74
589,2022-07-22 10:04:16,0.769
590,2022-07-22 10:04:17,0.756
591,2022-07-22 10:04:18,0.748
592,2022-07-22 10:04:18,0.737
593,2022-07-22 10:04:19,0.758
594,2022-07-22 10:04:20,0.765
595,2022-07-22 10:04:21,0.75
596,2022-07-22 10:04:21,0.735
597,2022-07-22 10:04:22,0.777
598,2022-07-22 10:04:23,0.77
599,2022-07-22 10:04:24,0.765
600,2022-07-22 10:04:24,0.749
601,2022-07-22 10:04:25,0.75
602,2022-07-22 10:04:26,0.758
603,2022-07-22 10:04:27,0.733
604,2022-07-22 10:04:27,0.741
605,2022-07-22 10:04:28,0.635
606,2022-07-22 10:04:29,0.797
607,2022-07-22 10:04:29,0.718
608,2022-07-22 10:04:30,0.702
609,2022-07-22 10:04:31,0.696
610,2022-07-22 10:04:32,0.697
611,2022-07-22 10:04:32,0.715
612,2022-07-22 10:04:33,0.708
613,2022-07-22 10:04:34,0.72
614,2022-07-22 10:04:34,0.73
615,2022-07-22 10:04:35,0.693
616,2022-07-22 10:04:36,0.694
617,2022-07-22 10:04:44,0.747
618,2022-07-22 10:04:45,0.729
619,2022-07-22 10:04:46,0.726
620,2022-07-22 10:04:46,0.756
621,2022-07-22 10:04:47,0.76
622,2022-07-22 10:04:48,0.75
623,2022-07-22 10:04:49,0.758
624,2022-07-22 10:04:49,0.763
625,2022-07-22 10:04:50,0.756
626,2022-07-22 10:04:51,0.72
627,2022-07-22 10:04:52,0.722
628,2022-07-22 10:04:52,0.804
629,2022-07-22 10:04:53,0.888
630,2022-07-22 10:04:54,0.907
631,2022-07-22 10:04:55,0.871
632,2022-07-22 10:04:56,0.815
633,2022-07-22 10:04:57,0.78
634,2022-07-22 10:04:57,0.806
635,2022-07-22 10:04:58,0.788
636,2022-07-22 10:04:59,0.764
637,2022-07-22 10:05:00,0.783
638,2022-07-22 10:05:01,0.831
639,2022-07-22 10:05:01,0.81
640,2022-07-22 10:05:02,0.778
641,2022-07-22 10:05:03,0.703
642,2022-07-22 10:05:04,0.822
643,2022-07-22 10:05:04,0.765
644,2022-07-22 10:05:05,0.739
645,2022-07-22 10:05:06,0.748
646,2022-07-22 10:05:07,0.779
647,2022-07-22 10:05:08,0.772
648,2022-07-22 10:05:08,0.759
649,2022-07-22 10:05:09,0.8
650,2022-07-22 10:05:17,0.756
651,2022-07-22 10:05:18,0.729
652,2022-07-22 10:05:19,0.717
653,2022-07-22 10:05:19,0.733
654,2022-07-22 10:05:20,0.765
655,2022-07-22 10:05:21,0.767
656,2022-07-22 10:05:22,0.732
657,2022-07-22 10:05:22,0.773
658,2022-07-22 10:05:23,0.792
659,2022-07-22 10:05:24,0.782
660,2022-07-22 10:05:25,0.751
661,2022-07-22 10:05:26,0.776
662,2022-07-22 10:05:26,0.808
663,2022-07-22 10:05:27,0.823
664,2022-07-22 10:05:28,0.829
665,2022-07-22 10:05:29,0.918
666,2022-07-22 10:05:30,0.981
667,2022-07-22 10:05:31,0.933
668,2022-07-22 10:05:32,0.932
669,2022-07-22 10:05:33,0.973
670,2022-07-22 10:05:34,0.975
671,2022-07-22 10:05:35,0.892
672,2022-07-22 10:05:36,0.938
673,2022-07-22 10:05:37,0.994
674,2022-07-22 10:05:37,0.893
675,2022-07-22 10:05:38,0.862
676,2022-07-22 10:05:39,0.961
677,2022-07-22 10:05:40,0.962
678,2022-07-22 10:05:41,0.872
679,2022-07-22 10:05:42,0.923
680,2022-07-22 10:05:50,0.923
681,2022-07-22 10:05:51,0.883
682,2022-07-22 10:05:52,0.915
683,2022-07-22 10:05:53,0.928
684,2022-07-22 10:05:54,0.892
685,2022-07-22 10:05:55,0.85
686,2022-07-22 10:05:55,0.868
687,2022-07-22 10:05:56,0.896
688,2022-07-22 10:05:57,0.871
689,2022-07-22 10:05:58,0.861
690,2022-07-22 10:05:59,0.913
691,2022-07-22 10:06:00,0.949
692,2022-07-22 10:06:01,0.886
693,2022-07-22 10:06:02,0.863
694,2022-07-22 10:06:03,0.882
695,2022-07-22 10:06:03,0.904
696,2022-07-22 10:06:04,0.851
697,2022-07-22 10:06:05,0.85
698,2022-07-22 10:06:06,0.927
699,2022-07-22 10:06:07,0.956
700,2022-07-22 10:06:08,0.879
701,2022-07-22 10:06:09,0.903
702,2022-07-22 10:06:10,0.903
703,2022-07-22 10:06:11,0.866
704,2022-07-22 10:06:11,0.858
705,2022-07-22 10:06:12,0.897
706,2022-07-22 10:06:13,0.918
707,2022-07-22 10:06:14,0.864
708,2022-07-22 10:06:15,0.873
709,2022-07-22 10:06:23,0.959
710,2022-07-22 10:06:24,0.956
711,2022-07-22 10:06:25,0.89
712,2022-07-22 10:06:26,0.955
713,2022-07-22 10:06:27,1.051
714,2022-07-22 10:06:28,0.971
715,2022-07-22 10:06:29,0.939
716,2022-07-22 10:06:30,0.99
717,2022-07-22 10:06:31,1.008
718,2022-07-22 10:06:32,0.908
719,2022-07-22 10:06:32,0.939
720,2022-07-22 10:06:33,1.016
721,2022-07-22 10:06:34,1.003
722,2022-07-22 10:06:35,0.929
723,2022-07-22 10:06:36,0.991
724,2022-07-22 10:06:37,1.018
725,2022-07-22 10:06:38,0.983
726,2022-07-22 10:06:39,0.944
727,2022-07-22 10:06:40,0.974
728,2022-07-22 10:06:41,0.986
729,2022-07-22 10:06:42,0.875
730,2022-07-22 10:06:43,0.905
731,2022-07-22 10:06:44,0.906
732,2022-07-22 10:06:45,0.879
733,2022-07-22 10:06:46,0.869
734,2022-07-22 10:06:47,0.933
