,Time,Interval between heartbeats (s)
86,2022-07-21 09:13:39,0.869
87,2022-07-21 09:13:47,0.942
88,2022-07-21 09:13:48,0.878
89,2022-07-21 09:13:49,0.941
90,2022-07-21 09:13:50,0.948
91,2022-07-21 09:13:51,0.956
92,2022-07-21 09:13:52,0.965
93,2022-07-21 09:13:53,0.966
94,2022-07-21 09:13:54,0.952
95,2022-07-21 09:13:54,0.953
96,2022-07-21 09:13:55,0.969
97,2022-07-21 09:13:56,0.941
98,2022-07-21 09:13:57,0.917
99,2022-07-21 09:13:58,0.894
100,2022-07-21 09:13:59,0.817
101,2022-07-21 09:14:00,0.823
102,2022-07-21 09:14:01,0.807
103,2022-07-21 09:14:01,0.791
104,2022-07-21 09:14:02,0.806
105,2022-07-21 09:14:03,0.841
106,2022-07-21 09:14:04,0.861
107,2022-07-21 09:14:05,0.895
108,2022-07-21 09:14:06,0.88
109,2022-07-21 09:14:07,0.821
110,2022-07-21 09:14:07,0.851
111,2022-07-21 09:14:08,0.822
112,2022-07-21 09:14:09,0.78
113,2022-07-21 09:14:10,0.795
114,2022-07-21 09:14:11,0.809
115,2022-07-21 09:14:11,0.817
116,2022-07-21 09:14:12,0.852
117,2022-07-21 09:14:20,0.818
118,2022-07-21 09:14:20,0.809
119,2022-07-21 09:14:21,0.804
120,2022-07-21 09:14:22,0.754
121,2022-07-21 09:14:23,0.765
122,2022-07-21 09:14:24,0.764
123,2022-07-21 09:14:24,0.745
124,2022-07-21 09:14:25,0.766
125,2022-07-21 09:14:26,0.774
126,2022-07-21 09:14:27,0.784
127,2022-07-21 09:14:27,0.761
128,2022-07-21 09:14:28,0.799
129,2022-07-21 09:14:29,0.827
130,2022-07-21 09:14:30,0.889
131,2022-07-21 09:14:31,0.813
132,2022-07-21 09:14:32,0.938
133,2022-07-21 09:14:33,0.938
134,2022-07-21 09:14:33,0.901
135,2022-07-21 09:14:34,0.938
136,2022-07-21 09:14:35,0.937
137,2022-07-21 09:14:36,0.857
138,2022-07-21 09:14:37,0.941
139,2022-07-21 09:14:38,0.88
140,2022-07-21 09:14:39,0.872
141,2022-07-21 09:14:40,0.853
142,2022-07-21 09:14:41,0.84
143,2022-07-21 09:14:41,0.825
144,2022-07-21 09:14:42,0.784
145,2022-07-21 09:14:43,0.801
146,2022-07-21 09:14:44,0.798
147,2022-07-21 09:14:45,0.802
148,2022-07-21 09:14:45,0.761
149,2022-07-21 09:14:53,0.866
150,2022-07-21 09:14:54,0.884
151,2022-07-21 09:14:55,0.901
152,2022-07-21 09:14:56,0.824
153,2022-07-21 09:14:56,0.848
154,2022-07-21 09:14:57,0.851
155,2022-07-21 09:14:58,0.83
156,2022-07-21 09:14:59,0.821
157,2022-07-21 09:15:00,0.811
158,2022-07-21 09:15:01,0.797
159,2022-07-21 09:15:01,0.785
160,2022-07-21 09:15:02,0.729
161,2022-07-21 09:15:03,0.752
162,2022-07-21 09:15:03,0.498
163,2022-07-21 09:15:04,0.252
164,2022-07-21 09:15:04,0.75
165,2022-07-21 09:15:05,0.745
166,2022-07-21 09:15:06,0.774
167,2022-07-21 09:15:07,0.833
168,2022-07-21 09:15:08,0.957
169,2022-07-21 09:15:09,0.977
170,2022-07-21 09:15:10,0.991
171,2022-07-21 09:15:11,1.025
172,2022-07-21 09:15:12,0.901
173,2022-07-21 09:15:13,0.937
174,2022-07-21 09:15:13,0.932
175,2022-07-21 09:15:14,0.854
176,2022-07-21 09:15:15,0.863
177,2022-07-21 09:15:16,0.812
178,2022-07-21 09:15:17,0.784
179,2022-07-21 09:15:18,0.762
180,2022-07-21 09:15:18,0.752
181,2022-07-21 09:15:26,0.733
182,2022-07-21 09:15:27,0.743
183,2022-07-21 09:15:28,0.767
184,2022-07-21 09:15:28,0.776
185,2022-07-21 09:15:29,0.778
186,2022-07-21 09:15:30,0.782
187,2022-07-21 09:15:31,0.782
188,2022-07-21 09:15:31,0.77
189,2022-07-21 09:15:32,0.729
190,2022-07-21 09:15:33,0.766
191,2022-07-21 09:15:34,0.74
192,2022-07-21 09:15:34,0.752
193,2022-07-21 09:15:35,0.759
194,2022-07-21 09:15:36,0.77
195,2022-07-21 09:15:37,0.771
196,2022-07-21 09:15:37,0.753
197,2022-07-21 09:15:38,0.772
198,2022-07-21 09:15:39,0.763
199,2022-07-21 09:15:40,0.74
200,2022-07-21 09:15:40,0.718
201,2022-07-21 09:15:41,0.729
202,2022-07-21 09:15:42,0.712
203,2022-07-21 09:15:43,0.715
204,2022-07-21 09:15:43,0.731
205,2022-07-21 09:15:44,0.723
206,2022-07-21 09:15:45,0.765
207,2022-07-21 09:15:46,0.763
208,2022-07-21 09:15:46,0.76
209,2022-07-21 09:15:47,0.719
210,2022-07-21 09:15:48,0.744
211,2022-07-21 09:15:49,0.738
212,2022-07-21 09:15:49,0.746
213,2022-07-21 09:15:50,0.762
214,2022-07-21 09:15:51,0.784
215,2022-07-21 09:15:59,0.857
216,2022-07-21 09:15:59,0.839
217,2022-07-21 09:16:00,0.958
218,2022-07-21 09:16:01,0.996
219,2022-07-21 09:16:02,0.942
220,2022-07-21 09:16:03,0.947
221,2022-07-21 09:16:04,1.001
222,2022-07-21 09:16:05,1.02
223,2022-07-21 09:16:06,0.971
224,2022-07-21 09:16:07,0.967
225,2022-07-21 09:16:08,0.88
226,2022-07-21 09:16:09,0.923
227,2022-07-21 09:16:10,0.928
228,2022-07-21 09:16:11,0.915
229,2022-07-21 09:16:12,0.914
230,2022-07-21 09:16:13,0.873
231,2022-07-21 09:16:14,0.853
232,2022-07-21 09:16:14,0.881
233,2022-07-21 09:16:15,0.86
234,2022-07-21 09:16:16,0.943
235,2022-07-21 09:16:17,1.076
236,2022-07-21 09:16:18,1.123
237,2022-07-21 09:16:20,1.128
238,2022-07-21 09:16:21,1.174
239,2022-07-21 09:16:22,1.07
240,2022-07-21 09:16:23,1.155
241,2022-07-21 09:16:24,1.159
242,2022-07-21 09:16:32,0.825
243,2022-07-21 09:16:32,0.824
244,2022-07-21 09:16:33,0.813
245,2022-07-21 09:16:34,0.821
246,2022-07-21 09:16:35,0.8
247,2022-07-21 09:16:36,0.776
248,2022-07-21 09:16:36,0.787
249,2022-07-21 09:16:37,0.783
250,2022-07-21 09:16:38,0.75
251,2022-07-21 09:16:39,0.769
252,2022-07-21 09:16:39,0.771
253,2022-07-21 09:16:40,0.76
254,2022-07-21 09:16:41,0.773
255,2022-07-21 09:16:42,0.788
256,2022-07-21 09:16:43,0.795
257,2022-07-21 09:16:43,0.758
258,2022-07-21 09:16:44,0.792
259,2022-07-21 09:16:45,0.787
260,2022-07-21 09:16:46,0.755
261,2022-07-21 09:16:46,0.772
262,2022-07-21 09:16:47,0.797
263,2022-07-21 09:16:48,0.796
264,2022-07-21 09:16:49,0.789
265,2022-07-21 09:16:50,0.834
266,2022-07-21 09:16:50,0.793
267,2022-07-21 09:16:51,0.856
268,2022-07-21 09:16:52,0.877
269,2022-07-21 09:16:53,0.923
270,2022-07-21 09:16:54,0.841
271,2022-07-21 09:16:55,0.927
272,2022-07-21 09:16:56,0.902
273,2022-07-21 09:16:57,0.805
274,2022-07-21 09:17:05,0.962
275,2022-07-21 09:17:06,0.852
276,2022-07-21 09:17:07,0.484
277,2022-07-21 09:17:07,0.563
278,2022-07-21 09:17:08,0.979
279,2022-07-21 09:17:09,0.865
280,2022-07-21 09:17:10,1.032
281,2022-07-21 09:17:11,0.978
282,2022-07-21 09:17:12,0.836
283,2022-07-21 09:17:13,0.972
284,2022-07-21 09:17:14,0.894
285,2022-07-21 09:17:15,0.96
286,2022-07-21 09:17:16,0.873
287,2022-07-21 09:17:16,0.801
288,2022-07-21 09:17:18,1.154
289,2022-07-21 09:17:18,0.875
290,2022-07-21 09:17:19,1.027
291,2022-07-21 09:17:20,0.944
292,2022-07-21 09:17:21,1.02
293,2022-07-21 09:17:22,1.004
294,2022-07-21 09:17:23,1.009
295,2022-07-21 09:17:24,0.912
296,2022-07-21 09:17:25,0.988
297,2022-07-21 09:17:26,0.918
298,2022-07-21 09:17:27,0.861
299,2022-07-21 09:17:28,0.899
300,2022-07-21 09:17:29,0.859
301,2022-07-21 09:17:30,0.915
302,2022-07-21 09:17:38,1.08
303,2022-07-21 09:17:39,0.987
304,2022-07-21 09:17:40,1.076
305,2022-07-21 09:17:41,0.962
306,2022-07-21 09:17:42,0.966
307,2022-07-21 09:17:43,0.942
308,2022-07-21 09:17:44,0.896
309,2022-07-21 09:17:45,0.885
310,2022-07-21 09:17:46,0.898
311,2022-07-21 09:17:46,0.837
312,2022-07-21 09:17:47,0.938
313,2022-07-21 09:17:48,0.969
314,2022-07-21 09:17:49,0.94
315,2022-07-21 09:17:50,1.014
316,2022-07-21 09:17:51,1.036
317,2022-07-21 09:17:52,1.027
318,2022-07-21 09:17:53,1.027
319,2022-07-21 09:17:54,0.957
320,2022-07-21 09:17:55,0.981
321,2022-07-21 09:17:56,0.951
322,2022-07-21 09:17:57,0.923
323,2022-07-21 09:17:58,0.929
324,2022-07-21 09:17:59,0.865
325,2022-07-21 09:18:00,0.893
326,2022-07-21 09:18:01,0.893
327,2022-07-21 09:18:02,0.842
328,2022-07-21 09:18:03,0.889
329,2022-07-21 09:18:03,0.879
330,2022-07-21 09:18:11,0.894
331,2022-07-21 09:18:11,0.842
332,2022-07-21 09:18:12,0.874
333,2022-07-21 09:18:13,0.881
334,2022-07-21 09:18:14,0.817
335,2022-07-21 09:18:15,0.886
336,2022-07-21 09:18:16,0.896
337,2022-07-21 09:18:17,0.847
338,2022-07-21 09:18:18,0.923
339,2022-07-21 09:18:18,0.885
340,2022-07-21 09:18:19,0.906
341,2022-07-21 09:18:20,0.857
342,2022-07-21 09:18:21,0.896
343,2022-07-21 09:18:22,0.907
344,2022-07-21 09:18:23,0.89
345,2022-07-21 09:18:24,0.847
346,2022-07-21 09:18:25,0.849
347,2022-07-21 09:18:25,0.855
348,2022-07-21 09:18:26,0.831
349,2022-07-21 09:18:27,0.85
350,2022-07-21 09:18:28,0.858
351,2022-07-21 09:18:29,0.862
352,2022-07-21 09:18:30,0.84
353,2022-07-21 09:18:30,0.821
354,2022-07-21 09:18:31,0.83
355,2022-07-21 09:18:32,0.836
356,2022-07-21 09:18:33,0.835
357,2022-07-21 09:18:34,0.844
358,2022-07-21 09:18:35,0.838
359,2022-07-21 09:18:36,0.881
360,2022-07-21 09:18:36,0.888
361,2022-07-21 09:18:44,0.878
362,2022-07-21 09:18:44,0.822
363,2022-07-21 09:18:45,0.842
364,2022-07-21 09:18:46,0.826
365,2022-07-21 09:18:47,0.814
366,2022-07-21 09:18:48,0.812
367,2022-07-21 09:18:49,0.798
368,2022-07-21 09:18:49,0.774
369,2022-07-21 09:18:50,0.804
370,2022-07-21 09:18:51,0.819
371,2022-07-21 09:18:52,0.791
372,2022-07-21 09:18:53,0.833
373,2022-07-21 09:18:53,0.839
374,2022-07-21 09:18:54,0.878
375,2022-07-21 09:18:55,0.923
376,2022-07-21 09:18:56,0.867
377,2022-07-21 09:18:57,0.916
378,2022-07-21 09:18:58,0.859
379,2022-07-21 09:18:59,0.898
380,2022-07-21 09:19:00,0.912
381,2022-07-21 09:19:01,0.861
382,2022-07-21 09:19:01,0.868
383,2022-07-21 09:19:02,0.884
384,2022-07-21 09:19:03,0.888
385,2022-07-21 09:19:04,0.89
386,2022-07-21 09:19:05,0.87
387,2022-07-21 09:19:06,0.835
388,2022-07-21 09:19:07,0.835
389,2022-07-21 09:19:07,0.828
390,2022-07-21 09:19:08,0.82
391,2022-07-21 09:19:09,0.82
392,2022-07-21 09:19:17,0.942
393,2022-07-21 09:19:18,0.986
394,2022-07-21 09:19:19,0.973
395,2022-07-21 09:19:20,0.894
396,2022-07-21 09:19:21,1.037
397,2022-07-21 09:19:22,0.92
398,2022-07-21 09:19:23,0.979
399,2022-07-21 09:19:24,0.918
400,2022-07-21 09:19:25,0.85
401,2022-07-21 09:19:25,0.893
402,2022-07-21 09:19:26,0.889
403,2022-07-21 09:19:27,0.673
404,2022-07-21 09:19:28,1.071
405,2022-07-21 09:19:29,0.88
406,2022-07-21 09:19:30,0.862
407,2022-07-21 09:19:31,0.891
408,2022-07-21 09:19:32,0.924
409,2022-07-21 09:19:33,0.87
410,2022-07-21 09:19:33,0.926
411,2022-07-21 09:19:34,0.964
412,2022-07-21 09:19:35,0.875
413,2022-07-21 09:19:36,0.9
414,2022-07-21 09:19:37,0.909
415,2022-07-21 09:19:38,0.907
416,2022-07-21 09:19:39,0.877
417,2022-07-21 09:19:40,0.899
418,2022-07-21 09:19:41,0.834
419,2022-07-21 09:19:42,0.867
420,2022-07-21 09:19:42,0.845
421,2022-07-21 09:19:50,1.034
422,2022-07-21 09:19:51,1.003
423,2022-07-21 09:19:52,1.029
424,2022-07-21 09:19:53,0.933
425,2022-07-21 09:19:54,1.03
426,2022-07-21 09:19:54,0.963
427,2022-07-21 09:19:55,0.935
428,2022-07-21 09:19:56,0.923
429,2022-07-21 09:19:57,0.923
430,2022-07-21 09:19:58,0.914
431,2022-07-21 09:19:59,0.911
432,2022-07-21 09:20:00,0.903
433,2022-07-21 09:20:01,0.841
434,2022-07-21 09:20:02,0.868
435,2022-07-21 09:20:03,0.849
436,2022-07-21 09:20:03,0.854
437,2022-07-21 09:20:04,0.873
438,2022-07-21 09:20:05,0.858
439,2022-07-21 09:20:06,0.956
440,2022-07-21 09:20:07,0.978
441,2022-07-21 09:20:08,0.97
442,2022-07-21 09:20:09,1.057
443,2022-07-21 09:20:10,1.048
444,2022-07-21 09:20:11,1.03
445,2022-07-21 09:20:12,1.055
446,2022-07-21 09:20:13,0.904
447,2022-07-21 09:20:14,0.986
448,2022-07-21 09:20:15,0.957
449,2022-07-21 09:20:15,0.399
450,2022-07-21 09:20:23,0.917
451,2022-07-21 09:20:24,0.963
452,2022-07-21 09:20:25,0.979
453,2022-07-21 09:20:26,0.976
454,2022-07-21 09:20:27,0.924
455,2022-07-21 09:20:28,0.967
456,2022-07-21 09:20:29,0.961
457,2022-07-21 09:20:30,0.919
458,2022-07-21 09:20:31,0.95
459,2022-07-21 09:20:32,0.953
460,2022-07-21 09:20:33,0.929
461,2022-07-21 09:20:34,0.945
462,2022-07-21 09:20:34,0.915
463,2022-07-21 09:20:35,0.947
464,2022-07-21 09:20:36,0.967
465,2022-07-21 09:20:37,0.913
466,2022-07-21 09:20:38,0.952
467,2022-07-21 09:20:39,0.968
468,2022-07-21 09:20:40,0.959
469,2022-07-21 09:20:41,0.947
470,2022-07-21 09:20:42,0.9
471,2022-07-21 09:20:43,0.892
472,2022-07-21 09:20:44,0.876
473,2022-07-21 09:20:45,0.849
474,2022-07-21 09:20:46,0.881
475,2022-07-21 09:20:46,0.9
476,2022-07-21 09:20:47,0.896
477,2022-07-21 09:20:48,0.94
478,2022-07-21 09:20:56,0.903
479,2022-07-21 09:20:57,0.918
480,2022-07-21 09:20:58,0.907
481,2022-07-21 09:20:59,0.904
482,2022-07-21 09:21:00,0.917
483,2022-07-21 09:21:00,0.873
484,2022-07-21 09:21:01,0.897
485,2022-07-21 09:21:02,0.934
486,2022-07-21 09:21:03,0.983
487,2022-07-21 09:21:04,0.976
488,2022-07-21 09:21:05,1.027
489,2022-07-21 09:21:06,1.053
490,2022-07-21 09:21:07,0.963
491,2022-07-21 09:21:08,0.998
492,2022-07-21 09:21:09,0.986
493,2022-07-21 09:21:10,0.906
494,2022-07-21 09:21:11,0.929
495,2022-07-21 09:21:12,0.929
496,2022-07-21 09:21:13,0.92
497,2022-07-21 09:21:14,0.932
498,2022-07-21 09:21:15,0.94
499,2022-07-21 09:21:16,0.907
500,2022-07-21 09:21:17,0.943
501,2022-07-21 09:21:18,0.951
502,2022-07-21 09:21:19,0.889
503,2022-07-21 09:21:19,0.943
504,2022-07-21 09:21:20,0.949
505,2022-07-21 09:21:21,0.947
506,2022-07-21 09:21:29,0.902
507,2022-07-21 09:21:30,0.888
508,2022-07-21 09:21:31,0.904
509,2022-07-21 09:21:31,0.893
510,2022-07-21 09:21:32,0.984
511,2022-07-21 09:21:33,1.004
512,2022-07-21 09:21:34,0.938
513,2022-07-21 09:21:35,1.031
514,2022-07-21 09:21:36,1.069
515,2022-07-21 09:21:38,1.055
516,2022-07-21 09:21:39,1.094
517,2022-07-21 09:21:40,1.083
518,2022-07-21 09:21:41,0.94
519,2022-07-21 09:21:42,1.056
520,2022-07-21 09:21:43,0.957
521,2022-07-21 09:21:44,0.979
522,2022-07-21 09:21:45,0.968
523,2022-07-21 09:21:46,0.925
524,2022-07-21 09:21:46,0.972
525,2022-07-21 09:21:47,0.985
526,2022-07-21 09:21:48,0.989
527,2022-07-21 09:21:49,0.977
528,2022-07-21 09:21:50,0.987
529,2022-07-21 09:21:51,0.933
530,2022-07-21 09:21:52,0.969
531,2022-07-21 09:21:53,0.953
532,2022-07-21 09:21:54,0.951
533,2022-07-21 09:22:02,0.998
534,2022-07-21 09:22:02,0.971
535,2022-07-21 09:22:03,0.951
536,2022-07-21 09:22:04,0.99
537,2022-07-21 09:22:05,0.888
538,2022-07-21 09:22:06,0.999
539,2022-07-21 09:22:07,0.876
540,2022-07-21 09:22:08,0.962
541,2022-07-21 09:22:09,0.893
542,2022-07-21 09:22:10,0.917
543,2022-07-21 09:22:11,0.923
544,2022-07-21 09:22:12,0.919
545,2022-07-21 09:22:13,0.908
546,2022-07-21 09:22:14,0.825
547,2022-07-21 09:22:14,0.851
548,2022-07-21 09:22:15,0.838
549,2022-07-21 09:22:16,0.811
550,2022-07-21 09:22:17,0.783
551,2022-07-21 09:22:18,0.751
552,2022-07-21 09:22:18,0.753
553,2022-07-21 09:22:19,0.745
554,2022-07-21 09:22:20,0.752
555,2022-07-21 09:22:21,0.744
556,2022-07-21 09:22:21,0.799
557,2022-07-21 09:22:22,0.865
558,2022-07-21 09:22:23,0.946
559,2022-07-21 09:22:24,1.037
560,2022-07-21 09:22:25,1.064
561,2022-07-21 09:22:26,1.051
562,2022-07-21 09:22:27,1.094
563,2022-07-21 09:22:35,0.917
564,2022-07-21 09:22:36,0.882
565,2022-07-21 09:22:37,0.87
566,2022-07-21 09:22:38,0.839
567,2022-07-21 09:22:39,0.868
568,2022-07-21 09:22:40,0.854
569,2022-07-21 09:22:41,0.873
570,2022-07-21 09:22:41,0.869
571,2022-07-21 09:22:42,0.903
572,2022-07-21 09:22:43,0.926
573,2022-07-21 09:22:44,0.876
574,2022-07-21 09:22:45,0.984
575,2022-07-21 09:22:46,1.006
576,2022-07-21 09:22:47,1.032
577,2022-07-21 09:22:48,0.991
578,2022-07-21 09:22:49,0.974
579,2022-07-21 09:22:50,0.981
580,2022-07-21 09:22:51,0.968
581,2022-07-21 09:22:52,0.942
582,2022-07-21 09:22:53,0.901
583,2022-07-21 09:22:54,0.905
584,2022-07-21 09:22:55,0.918
585,2022-07-21 09:22:56,0.904
586,2022-07-21 09:22:57,0.901
587,2022-07-21 09:22:57,0.879
588,2022-07-21 09:22:58,0.851
589,2022-07-21 09:22:59,0.815
590,2022-07-21 09:23:00,0.822
591,2022-07-21 09:23:08,1.082
592,2022-07-21 09:23:09,1.083
593,2022-07-21 09:23:10,1.103
594,2022-07-21 09:23:11,1.031
595,2022-07-21 09:23:12,1.039
596,2022-07-21 09:23:13,0.946
597,2022-07-21 09:23:14,0.994
598,2022-07-21 09:23:15,0.978
599,2022-07-21 09:23:16,0.949
600,2022-07-21 09:23:17,0.902
601,2022-07-21 09:23:18,0.903
602,2022-07-21 09:23:19,0.854
603,2022-07-21 09:23:20,0.872
604,2022-07-21 09:23:21,0.875
605,2022-07-21 09:23:22,0.88
606,2022-07-21 09:23:22,0.876
607,2022-07-21 09:23:23,0.816
608,2022-07-21 09:23:24,0.857
609,2022-07-21 09:23:25,0.852
610,2022-07-21 09:23:26,0.875
611,2022-07-21 09:23:27,0.917
612,2022-07-21 09:23:28,0.938
613,2022-07-21 09:23:29,0.994
614,2022-07-21 09:23:30,0.987
615,2022-07-21 09:23:31,0.939
616,2022-07-21 09:23:32,1.003
617,2022-07-21 09:23:33,0.954
618,2022-07-21 09:23:41,0.884
619,2022-07-21 09:23:42,0.888
620,2022-07-21 09:23:43,0.886
621,2022-07-21 09:23:43,0.859
622,2022-07-21 09:23:44,0.87
623,2022-07-21 09:23:45,0.869
624,2022-07-21 09:23:46,0.88
625,2022-07-21 09:23:47,0.883
626,2022-07-21 09:23:48,0.886
627,2022-07-21 09:23:49,0.88
628,2022-07-21 09:23:50,0.88
629,2022-07-21 09:23:50,0.884
630,2022-07-21 09:23:51,0.856
631,2022-07-21 09:23:52,0.833
632,2022-07-21 09:23:53,0.825
633,2022-07-21 09:23:54,0.822
634,2022-07-21 09:23:55,0.813
635,2022-07-21 09:23:55,0.818
636,2022-07-21 09:23:56,0.795
637,2022-07-21 09:23:57,0.803
638,2022-07-21 09:23:58,0.807
639,2022-07-21 09:23:59,0.789
640,2022-07-21 09:23:59,0.828
641,2022-07-21 09:24:00,0.833
642,2022-07-21 09:24:01,0.886
643,2022-07-21 09:24:02,0.853
644,2022-07-21 09:24:03,0.876
645,2022-07-21 09:24:04,0.94
646,2022-07-21 09:24:05,0.979
647,2022-07-21 09:24:06,0.989
648,2022-07-21 09:24:14,0.788
649,2022-07-21 09:24:15,0.794
650,2022-07-21 09:24:15,0.797
651,2022-07-21 09:24:16,0.804
652,2022-07-21 09:24:17,0.856
653,2022-07-21 09:24:18,0.886
654,2022-07-21 09:24:19,0.861
655,2022-07-21 09:24:20,0.919
656,2022-07-21 09:24:21,0.929
657,2022-07-21 09:24:21,0.888
658,2022-07-21 09:24:22,0.911
659,2022-07-21 09:24:23,0.918
660,2022-07-21 09:24:24,0.916
661,2022-07-21 09:24:25,0.865
662,2022-07-21 09:24:26,0.861
663,2022-07-21 09:24:27,0.842
664,2022-07-21 09:24:28,0.846
665,2022-07-21 09:24:28,0.808
666,2022-07-21 09:24:29,0.834
667,2022-07-21 09:24:30,0.837
668,2022-07-21 09:24:31,0.823
669,2022-07-21 09:24:32,0.869
670,2022-07-21 09:24:33,0.891
671,2022-07-21 09:24:34,0.896
672,2022-07-21 09:24:34,0.923
673,2022-07-21 09:24:35,0.844
674,2022-07-21 09:24:36,0.967
675,2022-07-21 09:24:37,0.956
676,2022-07-21 09:24:38,0.951
677,2022-07-21 09:24:39,0.963
678,2022-07-21 09:24:47,0.898
679,2022-07-21 09:24:48,0.963
680,2022-07-21 09:24:49,0.974
681,2022-07-21 09:24:50,0.971
682,2022-07-21 09:24:51,0.984
683,2022-07-21 09:24:52,0.967
684,2022-07-21 09:24:53,0.95
685,2022-07-21 09:24:54,0.971
686,2022-07-21 09:24:55,0.979
687,2022-07-21 09:24:56,0.985
688,2022-07-21 09:24:57,0.989
689,2022-07-21 09:24:58,0.979
690,2022-07-21 09:24:59,0.857
691,2022-07-21 09:25:00,1.001
692,2022-07-21 09:25:01,0.954
693,2022-07-21 09:25:02,0.87
694,2022-07-21 09:25:03,0.992
695,2022-07-21 09:25:03,0.943
696,2022-07-21 09:25:04,0.861
697,2022-07-21 09:25:05,1.009
698,2022-07-21 09:25:06,0.979
699,2022-07-21 09:25:07,0.952
700,2022-07-21 09:25:08,0.999
701,2022-07-21 09:25:09,0.993
702,2022-07-21 09:25:10,0.932
703,2022-07-21 09:25:11,0.988
704,2022-07-21 09:25:12,0.951
705,2022-07-21 09:25:20,0.829
706,2022-07-21 09:25:21,0.849
707,2022-07-21 09:25:22,0.914
708,2022-07-21 09:25:23,0.803
709,2022-07-21 09:25:23,0.826
710,2022-07-21 09:25:24,0.851
711,2022-07-21 09:25:25,0.91
712,2022-07-21 09:25:26,0.829
713,2022-07-21 09:25:27,0.941
714,2022-07-21 09:25:28,0.9
715,2022-07-21 09:25:29,0.826
716,2022-07-21 09:25:30,0.968
717,2022-07-21 09:25:30,0.848
718,2022-07-21 09:25:31,0.94
719,2022-07-21 09:25:32,0.916
720,2022-07-21 09:25:33,0.909
721,2022-07-21 09:25:34,0.928
722,2022-07-21 09:25:35,0.948
723,2022-07-21 09:25:36,0.973
724,2022-07-21 09:25:37,0.996
725,2022-07-21 09:25:38,0.966
726,2022-07-21 09:25:39,1.012
727,2022-07-21 09:25:40,0.966
728,2022-07-21 09:25:41,0.968
729,2022-07-21 09:25:42,0.988
730,2022-07-21 09:25:43,0.974
731,2022-07-21 09:25:44,0.848
732,2022-07-21 09:25:45,1.011
733,2022-07-21 09:25:53,1.001
734,2022-07-21 09:25:54,0.949
